 3,269 9
 1,135 8
 1,493 8
 1,996 8
 4,535 8
 0,552 13
 0,617 12
 0,667 12
 0,246 12
 0,579 13
 0,98 15
 0,316 15
 0,509 15
 0,256 15
 0,526 15
 0,15 16
 0,363 14
 0,194 14
 0,179 14
 0,227 15
 0,01 13
 0,022 15
 0,027 16
 0,006 14
 0,007 14
 727,083 5
 35,78 5
 380,123 5
 34,569 6
 12,667 5
 1,412 10
 3,821 13
 2,827 13
 3,658 13
 2,696 13
 1,221 15
 0,941 14
 1,12 15
 2,065 13
 0,721 14
 0,119 15
 0,19 14
 0,248 14
 0,492 14
 0,535 14
 0,013 13
 0,015 13
 0,029 14
 0,013 15
 0,015 15
 0 2
 0 2
 0 2
 0 3
 0 2
 10,199 9
 2,743 9
 12,473 13
 2,095 9
 3,782 11
 2,29 15
 2,595 15
 3,195 16
 1,302 14
 3,891 12
 0,246 15
 0,309 14
 0,178 15
 0,498 15
 0,354 15
 0,025 14
 0,041 19
 0,008 15
 0,026 14
 0,035 16
 0 2
 0 2
 0 2
 0 2
 0 2
 96,336 10
 190,305 11
 240,556 9
 69,779 6
 228,509 11
 6,623 14
 1,841 15
 4,609 15
 4,104 14
 4,795 15
 0,371 15
 0,359 15
 0,177 15
 0,459 15
 0,346 16
 0,085 14
 0,03 16
 0,033 13
 0,017 14
 0,088 14
 0 2
 0 2
 0 2
 0 3
 0 2
 0 4
 54,624 11
 ∞ 8
 274,698 9
 ∞ 11
 1,213 16
 0,671 16
 2,42 15
 0,918 17
 2,331 15
 0,121 15
 0,264 15
 0,382 16
 0,346 14
 0,37 16
 0,089 15
 0,027 15
 0,11 15
 0,144 15
 0,124 15
