 0,343 5
 0,158 6
 0,614 5
 0,345 7
 0,443 5
 0,054 10
 0,132 12
 0,136 14
 0,17 11
 0,226 14
 0,104 20
 0,127 17
 0,13 22
 0,119 19
 0,131 17
 0,241 23
 0,163 21
 0,059 26
 0,121 20
 0,194 25
 0,003 11
 0,004 17
 0 13
 0,001 14
 0 14
 0 0
 7,586 4
 0 0
 25,646 0
 0 0
 0,254 9
 1,047 10
 0,463 18
 1,014 11
 1,12 9
 0,342 19
 0,213 21
 0,187 23
 0,68 17
 0,146 29
 0,077 22
 0,072 23
 0,078 32
 0,277 37
 0,122 29
 0,009 20
 0,001 13
 0,001 19
 0,004 18
 0,002 21
 0 0
 0 0
 0 0
 0 0
 0 0
 4,787 6
 1,039 6
 1,434 17
 0,366 5
 0,724 10
 0,56 32
 0,313 32
 0,461 26
 0,447 16
 0,443 17
 0,022 48
 0,101 33
 0,062 32
 0,109 39
 0,047 26
 0,011 22
 0,009 21
 0,002 19
 0,002 22
 0,003 24
 0 0
 0 0
 0 0
 0 0
 0 0
 0 4
 0 4
 6,728 6
 0 0
 0 0
 2,18 28
 0,4 34
 0,346 33
 1,281 25
 0,444 33
 0,155 33
 0,102 28
 0,128 32
 0,088 31
 0,109 41
 0,008 27
 0,006 27
 0,006 26
 0,007 21
 0,029 26
 0 0
 0 0
 0 0
 0 0
 0 0
 0 0
 0,293 3
 0 0
 0 0
 0 0
 0,529 42
 0,124 33
 0,518 51
 0,055 31
 0,26 39
 0,045 23
 0,146 25
 0,127 35
 0,056 38
 0,033 29
 0,022 24
 0,009 22
 0,061 29
 0,018 27
 0,093 23
