 165,561 1
 165,242 4
 165,163 6
 164,734 7
 164,715 8
 163,005 9
 162,582 12
 161,319 13
 161,313 13
 161,282 14
 160,577 15
 160,443 15
 157,96 16
 157,065 17
 156,765 18
 151,621 18
 150,824 19
 150,181 20
 149,433 20
 149,004 21
 147,98 21
 147,974 22
 147,263 22
 145,767 23
 145,596 24
 145,442 24
 145,246 25
 144,976 25
 136,946 26
 136,4 27
 135,965 27
 135,836 28
 131,65 29
 129,498 29
 128,952 30
 126,421 30
 124,422 31
 122,884 32
 116,919 33
 115,675 33
 114,749 34
 114,675 34
 114,583 35
 113,125 35
 112,444 36
 112,199 36
 110,948 36
 110,722 37
 110,078 38
 110,066 38
 110,017 39
 109,753 40
 103,414 41
 101,686 41
 100,705 42
 100,674 42
 99,675 43
 98,817 44
 98,265 44
 96,892 44
 96,34 45
 94,593 45
 94,207 46
 94,084 46
 94,029 47
 92,858 47
 92,54 48
 92,233 48
 91,369 48
 91,136 49
 90,848 49
 90,216 49
 90,204 50
 89,665 50
 77,165 51
 76,172 51
 75,939 52
 75,884 52
 75,688 53
 75,051 53
 73,898 53
 73,861 54
 73,628 54
 73,616 54
 69,411 55
 69,374 56
 69,104 57
 68,534 58
 67,946 59
 67,149 59
 66,695 60
 65,678 60
 65,531 61
 65,126 61
 61,423 61
 61,086 62
 61,025 62
 60,725 63
 60,718 63
 60,596 63
 60,449 64
 60,314 64
 58,42 64
 53,565 65
 53,479 65
 52,7 66
 52,198 66
 50,818 66
 50,316 67
 50,15 67
 48,967 67
 48,82 68
 47,931 68
 47,876 68
 47,796 69
 47,649 69
 45,081 70
 41,433 70
 41,335 71
 41,323 71
 39,827 71
 38,319 72
 37,584 72
 37,252 72
 37,124 72
 37,013 73
 36,897 73
 35,72 74
 35,702 75
 35,689 75
 34,525 75
 33,863 76
 33,311 76
 33,188 76
 32,514 76
 32,017 77
 29,112 77
 27,156 78
 27,009 78
 26,096 78
 25,611 78
 24,876 78
 24,845 79
 23,159 79
 22,786 79
 22,694 79
 22,602 79
 20,818 80
 20,395 80
 20,383 81
 19,708 82
 19,488 82
 19,34 83
 19,261 83
 19,224 83
 19,138 84
 18,74 84
 18,501 84
 18,427 84
