 825,657 1
 825,27 4
 825,156 5
 825,095 6
 824,966 8
 824,368 10
 824,233 11
 823,595 12
 823,02 17
 822,458 18
 821,999 19
 821,013 19
 820,83 20
 820,583 21
 820,547 22
 820,398 22
 819,248 23
 818,787 24
 818,399 24
 818,256 25
 818,039 25
 817,689 26
 817,135 26
 816,405 27
 815,77 27
 814,944 28
 814,76 29
 814,037 29
 813,924 31
 812,823 32
 812,702 32
 812,191 33
 811,473 34
 811,24 34
 810,377 35
 809,091 35
 808,372 36
 807,867 36
 807,339 37
 806,996 37
 806,781 37
 806,054 38
 805,946 38
 805,005 39
 804,583 39
 804,452 39
 804,398 40
 803,765 41
 803,642 41
 802,92 42
 802,019 42
 801,584 42
 800,627 43
 800,58 43
 799,617 44
 798,974 44
 798,622 45
 797,859 45
 797,62 45
 797,237 46
 796,788 51
 796,358 52
 796,328 53
 796,323 53
 796 53
 795,485 54
 794,862 54
 794,061 55
 793,762 55
 793,547 55
 792,649 56
 791,88 56
 791,551 57
 791,114 58
 791,102 58
 790,61 58
 790,193 59
 789,451 59
 789,065 60
 788,123 60
 787,886 61
 787,692 61
 787,248 61
 787,164 62
 787,123 62
 786,598 63
 786,417 63
 786,238 64
 786,19 64
 785,215 64
 785,164 65
 784,901 65
 784,417 66
 783,771 66
 783,625 66
 783,248 67
 782,673 67
 782,494 68
 781,454 68
 781,014 69
 780,275 69
 779,636 70
 778,796 70
 777,948 71
 777,056 71
 776,338 71
 775,687 72
 774,977 72
 774,241 72
 773,134 74
 771,937 74
 770,848 75
 770,076 75
 769,918 76
 768,938 76
 768,39 76
 767,879 77
 767,433 77
 766,966 77
 766,803 78
 766,739 78
 766,278 79
 765,321 79
 764,758 79
 763,85 80
 763,291 80
 762,241 80
 761,221 81
 761,132 81
 760,444 82
 760,007 82
 759,466 82
 758,86 83
 758,53 83
 758,034 83
 757,625 84
 757,385 84
 756,996 84
 756,565 85
 756,012 85
 755,333 86
 755,055 86
 754,522 86
 754,202 87
 753,496 87
 752,85 87
 752,254 88
 751,475 88
 750,839 88
 749,939 89
 749,283 89
 749,067 89
 748,621 89
 747,735 90
 747,285 90
 746,242 91
 746,127 91
 744,73 91
 744,299 92
 743,874 92
 743,453 92
 742,684 93
 742,085 93
 741,523 93
 740,959 93
 740,591 94
 740,494 94
 739,207 94
 738,298 94
 738,262 95
 737,699 95
 737,622 95
 736,909 95
 736,736 96
 736,555 96
 736,22 96
 736,009 97
 735,942 97
 735,662 97
 735,176 98
 734,401 98
 733,994 99
 733,671 99
 732,998 99
 732,235 99
 731,156 100
 731,064 100
 730,298 100
 729,693 101
 729,179 101
 728,652 101
 728,138 102
 727,156 102
 727,016 102
 726,86 103
 726,197 103
 726,144 103
 725,758 103
 725,231 104
 724,078 104
 722,754 104
 722,537 104
 721,972 105
 721,53 105
 721,441 105
 721,046 106
 720,389 106
 719,731 106
 719,153 106
 718,55 107
 718,369 107
 717,879 108
 717,002 108
 716,643 108
 715,829 108
 715,656 109
 715,62 109
 715,189 109
 714,229 109
 713,933 110
 712,684 110
 711,964 110
 711,732 110
 711,42 111
 711,391 111
 710,564 111
 709,922 111
 709,762 111
 709,692 112
 709,046 112
 708,667 112
 707,82 112
 707,318 113
 706,941 113
 706,426 113
 706,097 113
 705,795 114
 705,092 114
 704,607 114
 704,009 114
 703,517 115
 702,667 115
 702,093 115
 701,958 115
 701,832 115
 701,453 116
 701,162 116
 700,654 116
 700,127 116
 699,841 117
 698,932 117
 698,286 117
 697,993 117
 697,313 118
 696,386 118
 696,057 118
 695,704 118
 694,92 119
 693,924 119
 692,957 119
 692,53 119
 692,209 120
 691,333 120
 690,77 120
 689,482 120
 689,064 120
 688,518 121
 688,166 121
 688,124 121
 687,343 121
 686,912 122
 686,784 122
 686,335 122
 686,227 122
 685,336 122
 684,79 123
 684,658 123
 684,036 123
 683,408 123
 682,69 126
 682,343 126
 682,185 126
 681,82 127
 680,983 127
 680,911 127
 680,45 127
 679,677 127
 678,974 128
 678,016 128
 677,478 128
 677,345 128
 677,257 128
 676,622 129
 675,702 129
 675,595 129
 675,02 129
 674,993 129
 674,556 130
 674,371 130
 673,258 130
 672,54 130
 671,677 131
 670,957 131
 670,212 131
 669,506 131
 669,325 132
 668,799 132
 667,71 132
 667,135 132
 666,417 132
 665,949 133
 665,578 133
 665,381 133
 665,088 133
 665,007 133
 664,912 134
 664,808 134
 664,408 134
 663,994 134
 663,886 135
 663,768 135
 663,152 135
 662,6 135
 662,205 135
 661,622 136
 661,363 136
 660,66 136
 660,652 136
 660,16 136
 659,783 137
 659,056 137
 658,401 137
 658,233 137
 657,687 137
 657,544 138
 657,086 138
 655,969 138
 655,642 138
 655,192 138
 654,564 139
 654,175 139
 654,169 139
 653,865 139
 653,414 140
 653,285 140
 653,108 140
 652,416 140
 651,96 140
 651,888 141
 651,322 141
 651,125 141
 650,941 141
 650,51 142
 650,416 142
 650,35 142
 649,447 142
 648,963 142
 648,748 143
 648,446 143
 648,299 143
 648,165 143
 648,081 144
 648,066 144
 647,376 144
 647,257 144
 646,82 145
 646,162 145
 645,342 145
 644,794 146
 644,714 146
 644,651 146
 644,269 146
 643,195 146
 642,477 147
 642,399 147
 641,68 147
 641,569 147
 640,61 148
 640,521 148
 639,589 148
 639,508 148
 638,79 148
 637,942 149
 637,39 154
 636,431 155
 635,583 155
 634,895 155
 633,737 155
 633,378 156
 632,271 156
 631,738 156
 631,212 156
 630,643 157
 630,135 157
 628,851 158
 628,037 158
 627,97 158
 627,916 158
 627,222 158
 626,938 158
