 103,78 1
 103,62 24
 103,532 39
 103,37 52
 103,283 65
 103,164 78
 102,859 92
 102,817 105
 102,573 116
 102,058 127
 101,77 138
 101,696 150
 101,435 162
 101,297 174
 100,898 185
 100,383 195
 100,32 206
 99,952 217
 99,545 229
 99,177 240
 99,167 250
 98,74 261
 98,6 272
 98,597 284
 98,256 295
 98,253 305
 98,223 316
 98,072 327
 97,922 338
 97,634 350
 97,556 360
 97,149 371
 97,146 382
 97,02 393
 97,017 404
 96,901 425
 96,772 437
 96,757 447
 96,631 458
 94,34 480
 94,307 490
 94,271 500
 94,268 511
 94,174 521
 94,141 532
 93,988 543
 93,982 553
 93,65 564
 93,642 575
 93,427 585
 93,272 596
 92,93 606
 92,033 628
 91,969 638
 91,963 650
 91,922 662
 91,882 673
 91,304 684
 91,297 694
 91,189 704
 90,76 715
 90,456 726
 90,257 737
 90,235 748
 89,785 759
 88,72 780
 88,585 790
 87,806 801
 87,753 811
 87,312 822
 87,096 833
 86,866 846
 86,537 856
 86,319 867
 85,815 887
 85,399 897
 84,983 908
 84,679 918
 84,323 929
 84,305 940
 84,299 951
 83,943 961
 83,663 972
 83,506 983
 83,251 993
 83,236 1003
 83,056 1014
 82,951 1024
 82,859 1035
 82,766 1045
 82,717 1067
 82,488 1088
 82,443 1098
 82,23 1119
 82,218 1130
 81,97 1140
 81,683 1151
 81,476 1162
 80,618 1184
 80,609 1195
 80,483 1205
 80,283 1216
 79,835 1236
 79,711 1247
 79,502 1257
 79,313 1268
 79,125 1279
 76,642 1300
 76,396 1310
 76,151 1321
 76,097 1332
 76,046 1341
 76,003 1352
 73,346 1372
 73,289 1383
 73,227 1394
 73,191 1409
 72,959 1420
 72,893 1431
 72,845 1442
 71,933 1452
 71,891 1463
 71,889 1473
 71,56 1484
 71,441 1494
 71,346 1504
 70,534 1514
 70,477 1525
 70,47 1535
 69,859 1545
 69,36 1556
 69,209 1566
 69,104 1576
 68,857 1586
 68,516 1596
 68,366 1607
 67,738 1617
 67,236 1628
 66,859 1638
 66,769 1648
 66,518 1657
 66,392 1668
 64,358 1688
 63,743 1698
 63,216 1708
 62,69 1718
 62,524 1729
 62,126 1739
 61,832 1749
 61,654 1760
 61,476 1770
 61,448 1780
 61,128 1801
 61,044 1811
 61,041 1821
 60,951 1832
 60,927 1842
 60,892 1853
 57,876 1873
 57,759 1884
 57,752 1894
 57,641 1905
 57,53 1916
 57,011 1926
 56,793 1938
 56,661 1948
 56,6 1959
 56,546 1969
 56,45 1990
 56,343 2011
 56,277 2022
 56,208 2032
 56,156 2053
 56,054 2073
 56,039 2084
 56 2104
 55,991 2115
 55,913 2125
 55,536 2135
 50,944 2156
 50,854 2166
 50,847 2177
 50,636 2187
 50,492 2197
 50,48 2208
 50,461 2218
 50,395 2228
 50,329 2238
 49,918 2258
 49,656 2268
 49,608 2278
 49,53 2288
 49,411 2299
 49,261 2309
 47,146 2329
 47,083 2339
 47,01 2350
 46,144 2371
 46,042 2381
 45,952 2391
 45,94 2401
 45,203 2412
 45,137 2422
 44,597 2433
 43,904 2448
 43,553 2459
 43,173 2470
 42,793 2481
 42,558 2492
 42,419 2504
 42,283 2515
 42,145 2526
 42,067 2537
 42,048 2547
 40,349 2568
 40,049 2579
 39,867 2589
 39,752 2599
 39,654 2609
 39,616 2620
 39,604 2630
 39,602 2640
 39,405 2661
 39,239 2672
 39,019 2683
 38,776 2693
 38,53 2704
 37,782 2724
 37,508 2735
 37,505 2746
 37,445 2758
 37,337 2769
 37,182 2781
 37,014 2791
 36,874 2801
 36,842 2812
 36,77 2833
 35,632 2854
 35,581 2865
 35,147 2875
 35,129 2885
 34,865 2896
 34,483 2907
 34,434 2917
 34,066 2938
 33,966 2948
 33,65 2959
 33,548 2969
 33,381 2982
 33,369 2992
 33,337 3012
 33,065 3023
 32,673 3033
 32,317 3043
 32,181 3053
 32,094 3064
 31,421 3074
 31,029 3084
 29,714 3105
 29,666 3116
 29,654 3127
 29,248 3137
 29,2 3148
 28,847 3158
 28,583 3168
 28,506 3179
 28,248 3190
 28,048 3200
 27,99 3221
 27,885 3232
 27,791 3252
 27,717 3263
 26,328 3284
 26,127 3295
 26,106 3305
 25,957 3316
 25,915 3326
 25,829 3337
 25,53 3348
 25,339 3358
 25,243 3368
 25,126 3379
 24,624 3389
 24,025 3400
 23,927 3411
 23,565 3421
 23,553 3432
 23,544 3442
 23,436 3453
 23,155 3464
 22,96 3473
 22,883 3484
 22,742 3495
 22,73 3505
 22,625 3516
 22,44 3526
 22,392 3537
 22,314 3558
 22,105 3569
 21,901 3580
 21,77 3590
 21,488 3601
 21,258 3611
 21,114 3621
 21,04 3632
 20,932 3642
 20,811 3653
 20,8 3663
 20,754 3674
 18,429 3696
 18,337 3706
 18,289 3717
 18,16 3728
 17,867 3738
 17,855 3751
 17,692 3761
 17,56 3772
 17,554 3783
 16,908 3803
 16,328 3825
 16,23 3836
 15,823 3856
 15,812 3867
 14,221 3887
 14,078 3898
 13,939 3910
 13,616 3920
 13,554 3930
 13,345 3941
 13,228 3951
 13,18 3961
 13,131 3971
 12,862 3982
 12,796 3992
 12,758 4001
 12,739 4011
 12,398 4021
 12,308 4031
 12,054 4051
 12,024 4071
 11,503 4090
 11,406 4100
 11,363 4111
 11,327 4120
 11,077 4141
 11,05 4162
 11,041 4172
 11,005 4193
 10,616 4213
 10,545 4224
 10,503 4234
 10,437 4245
 10,405 4254
 10,298 4265
 10,174 4285
 9,943 4296
 9,883 4316
 9,779 4326
 9,545 4346
 8,16 4366
 8,153 4376
 8,088 4396
 8,073 4406
 8,061 4417
 7,815 4438
 6,48 4459
 6,178 4470
 6,082 4480
 6,061 4491
 5,984 4501
 5,934 4511
 5,868 4521
 5,831 4532
 5,812 4542
 5,716 4562
 5,656 4582
 5,625 4593
 5,602 4604
 5,49 4624
 4,655 4645
 4,545 4656
 4,326 4666
 4,317 4677
 4,242 4697
 4,13 4718
 3,767 4740
 3,441 4762
 3,228 4772
 3,05 4782
 3,04 4792
 2,932 4803
 2,918 4823
 2,718 4858
 2,633 4868
 2,465 4878
 2,375 4888
 2,361 4909
 2,079 4919
 2,069 4929
 1,993 4939
 1,891 4949
 1,88 4971
 1,837 4981
 1,829 4992
 1,52 5013
 1,418 5033
 1,402 5053
 1,381 5087
 1,373 5121
 1,361 5142
 1,188 5177
 1,179 5187
 1,168 5197
 1,141 5234
 1,129 5245
 1,12 5255
 1,102 5291
 1,076 5325
 1,055 5347
 0,929 5357
 0,893 5368
 0,845 5390
 0,72 5400
 0,678 5410
 0,673 5444
 0,595 5477
 0,547 5509
 0,54 5545
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
 null 0
