 1,83 11
 0,516 9
 0,33 7
 0 11
 1,819 7
 0,216 16
 0,284 17
 0,163 16
 0,248 16
 0,269 21
 0,25 32
 0,205 29
 0,24 31
 0,194 27
 0,187 23
 0,111 38
 0,206 39
 0,145 34
 0,134 33
 0,119 42
 0,005 18
 0 21
 0,001 21
 0,005 19
 0,001 21
 0 5
 15,543 15
 0 9
 6,243 10
 0 6
 0,544 14
 2,197 23
 0,618 30
 0,79 31
 0,732 23
 0,535 31
 0,337 38
 0,158 36
 1,103 33
 0,273 42
 0,086 32
 0,151 37
 0,062 42
 0,161 46
 0,085 44
 0,01 21
 0,005 20
 0,002 24
 0,007 24
 0,003 25
 0 5
 0 4
 0 5
 0 5
 0 4
 8,776 18
 2,282 19
 3,208 47
 0,379 16
 0,835 23
 0,836 56
 0,201 54
 0,896 51
 0,62 27
 1,563 32
 0,052 47
 0,083 41
 0,069 38
 0,116 46
 0,068 42
 0,017 26
 0,016 29
 0,002 23
 0,007 29
 0,005 32
 0 6
 0 5
 0 7
 0 6
 0 6
 35,795 35
 0 43
 89,415 31
 0 15
 16,056 30
 2,54 59
 0,576 61
 0,681 58
 1,609 45
 0,548 66
 0,153 42
 0,124 39
 0,092 40
 0,152 44
 0,041 47
 0,013 32
 0,002 34
 0,007 31
 0,008 27
 0,035 34
 0 6
 0 7
 0 6
 0 7
 0 6
 0 15
 2,04 47
 0 21
 0 42
 0 30
 0,326 52
 0,112 48
 0,598 62
 0,109 51
 0,175 63
 0,046 36
 0,108 39
 0,093 44
 0,039 45
 0,035 47
 0,049 36
 0,018 28
 0,036 34
 0,028 33
 0,073 34
